LINCS_ID	CL_Name	Cell_Category	Center	Assay	Organ	Disease	StudyArea
LCL-1709	T24	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	urinary bladder	bladder transitional cell carcinoma	Imaging
LCL-2061	MOLT-14	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1198	HCT 8	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-1260	WM115	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Imaging;Proteomics
LCL-2082	MCF-12A	Cell Line	HMS_LINCS;HMS_LINCS	Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast		Binding;Imaging
LCL-1277	MMAc-SF	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Imaging;Proteomics
LCL-1456	RH1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	peripheral primitive neuroectodermal tumor	Imaging
LCL-1559	KYSE-220	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1930	JHH-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1298	LNCAP;LNCaP	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	prostate	carcinoma;prostate adenocarcinoma	Transcriptomics;Imaging
LCL-1863	NCI-H847	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1577	D283 Med	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	medulloblastoma	Imaging
LCL-1911	NCI-H441	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung papillary adenocarcinoma	Imaging
LCL-1711	CAL-29	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1818	NCI-H2286	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1857	NCI-H524	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1760	VMRC-RCZ	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-2141	HA1E.311	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	kidney		Transcriptomics
LCL-1975	MHH-NB-11	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1674	NCI-H322M	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1100	JVM-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1276	LOX-IMVI	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Imaging;Proteomics
LCL-1795	MZ-PC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreatic carcinoma	Imaging
LCL-1233	COLO 800	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	skin	malignant melanoma	Imaging
LCL-1591	NCI-H520	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1771	TK-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1290	RCM-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	rectum adenocarcinoma	Imaging
LCL-1547	KYSE-140	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell cycle state assay	esophagus	esophageal squamous cell carcinoma	Imaging
LCL-1379	GI-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1479	EFM-192C	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay	breast	breast carcinoma;breast adenocarcinoma	Imaging
LCL-2159	SW480	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-1568	TE-15	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-2010	L-1236	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system		Imaging
LCL-2051	SK-MM-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1102	JURL-MK2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1442	ES5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1192	KM12	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1296	C2BBe1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-2039	J.gamma1.WT	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	leukemia	Imaging
LCL-1712	HT-1376	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	carcinoma	Imaging
LCL-1613	NCI-H1869	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1739	Panc 02.03	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-2102	MCF-10F	Cell Line	HMS_LINCS;HMS_LINCS	Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast		Binding;Imaging
LCL-1120	Karpas-422	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1732	Capan-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-2157	SNU1040	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-2085	MCF-10A;MCF10A	Cell Line	HMS_LINCS;HMS_LINCS;HMS_LINCS;MEP_LINCS;HMS_LINCS;HMS_LINCS;HMS_LINCS;PCCSE;HMS_LINCS;MEP_LINCS;HMS_LINCS;BroadT_LINCS;HMS_LINCS	Fluorescence imaging multiplex cytological profiling assay;Fluorescence imaging morphology assay;Fluorescence imaging cell count assay;MEMA cell growth assay;Fluorescence imaging cell viability assay;Fluorescence imaging protein state assay;ELISA protein state assay;Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay;L1000 mRNA profiling assay	breast		Imaging;Binding;Proteomics;Epigenomics;Transcriptomics
LCL-1202	HO-1-u-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	oral cavity cancer	Imaging
LCL-1224	SCC-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1320	UACC-893	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast	invasive ductal carcinoma	Binding;Imaging
LCL-1817	NCI-H2198	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1046	HAL-01	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1981	SK-N-FI	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1228	IST-Mes1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pleura	malignant mesothelioma	Imaging
LCL-1992	SJNB-14	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1741	Panc 04.03	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1574	BB49-HNC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	esophagus squamous cell carcinoma	Imaging
LCL-1896	RF-48	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenocarcinoma	Imaging
LCL-1952	VL51	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1962	TGW	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	adrenal gland	adrenal neuroblastoma	Imaging
LCL-1032	P116.cl39	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1549	KYSE-180	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	esophagus	esophageal squamous cell carcinoma	Imaging
LCL-1067	OCI-AML5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1452	EW-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1939	HLE	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1013	CTV-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1388	SF126	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1784	NCI-H460	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung large cell carcinoma	Imaging
LCL-1295	SW954	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	vulva	vulva squamous cell carcinoma	Imaging
LCL-1114	TASK1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	Askins tumor	Imaging
LCL-1122	Pfeiffer	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	diffuse large B-cell lymphoma	Imaging
LCL-1194	SNU-C1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	adenocarcinoma	Imaging
LCL-1493	MCAS	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	mucinous cystadenocarcinoma	Imaging
LCL-1330	HCC1395	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-2071	SUM52PE	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1917	MKN1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenosquamous carcinoma	Imaging
LCL-1409	A-204	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	muscle	rhabdomyosarcoma	Imaging
LCL-2149	CL34	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-2011	L-428	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system		Imaging
LCL-2098	HeLa ICRP Bcl-XL-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging apoptosis assay	cervix	cervical adenocarcinoma	Imaging
LCL-1141	HH	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	cutaneous T cell lymphoma	Imaging
LCL-1666	HOP-62	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1431	U2OS	Cell Line	Broad_Therapeutics;BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging multiplex cytological profiling assay;Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Transcriptomics;Imaging
LCL-2158	SNUC5	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-1581	EPLC-272H	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1715	KU-19-19	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1441	ES4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1474	SW527	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	breast	breast carcinoma	Imaging
LCL-1413	TE 441.T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	muscle	rhabdomyosarcoma	Imaging
LCL-2124	184A1 F3aN400-Venus-P2A-NLS-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging protein state assay	breast		Imaging
LCL-1057	KG-1a	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1209	HN	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	oral cavity cancer	Imaging
LCL-1583	SK-MES-1	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell cycle state assay	lung	lung squamous cell carcinoma	Imaging
LCL-1118	CTB-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	diffuse large B-cell lymphoma	Imaging
LCL-1215	CAL-27	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1500	MFE-280	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	endometrial carcinoma	Imaging
LCL-1007	NALM-6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1556	KYSE-520	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1095	Tanoue	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1484	MDA-MB-157	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell count assay	breast	breast carcinoma	Imaging
LCL-1853	NCI-H2227	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1978	NH-12	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1164	MDST8	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	intestine	colon carcinoma;colorectal carcinoma	Imaging;Transcriptomics
LCL-1788	HuCC-T1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	biliary tract	bile duct carcinoma	Imaging
LCL-1564	TE-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-2065	SUM229PE	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1332	HCC1954	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-1949	HT	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1348	A-172	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1960	HCC1806	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell count assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	primary acantholytic squamous cell carcino	Imaging;Binding
LCL-1486	T-47D	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	breast carcinoma	Imaging;Binding
LCL-1881	RPMI-2650	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	nasal cavity squamous cell carcinoma	Imaging
LCL-2072	MX-1	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1387	Onda 11	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1173	COLO 205	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-2014	SUP-HD1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system		Imaging
LCL-1176	GP5d	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	adenocarcinoma	Imaging
LCL-1432	NOS-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1157	SW620	Cell Line	CMT_MGH;HMS_LINCS;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay;L1000 mRNA profiling assay	intestine	colon carcinoma	Imaging;Transcriptomics
LCL-1418	143B pML BK TK	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1838	NCI-H1436	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1133	RL	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1117	Karpas-299	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	anaplastic large cell lymphoma	Imaging
LCL-2004	621-101	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	kidney angiomyolipoma	Imaging
LCL-1663	NCI-H1975	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1884	IM95	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenocarcinoma	Imaging
LCL-1333	HCC202	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-1778	IA-LM	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell cycle state assay;Fluorescence imaging apoptosis assay	lung	lung large cell carcinoma	Imaging
LCL-1835	MS-1 [Human lung carcinoma]	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1603	CAL-12T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1463	CAL-120	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay	breast	breast adenocarcinoma	Imaging
LCL-1609	NCI-H1299;H1299	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	lung	non-small cell lung carcinoma;carcinoma	Imaging;Transcriptomics
LCL-1259	WM266-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1391	SK-MG-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-2053	Karpas-620	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1249	IGR-39	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1834	Lu-134-B	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1551	COLO 680N	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1790	HuP-T3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreatic carcinoma	Imaging
LCL-1814	NCI-H2029	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1959	JSC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1153	NCI-H727	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung cancer	Imaging
LCL-1467	HCC1428	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast	adenocarcinoma	Binding;Imaging
LCL-2036	HS-Sultan	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1846	NCI-H2081	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2097	HeLa ICRP Bcl-2-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging apoptosis assay	cervix	cervical adenocarcinoma	Imaging
LCL-1161	HCT116;HCT 116	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	intestine	colorectal carcinoma;colon carcinoma	Transcriptomics;Imaging
LCL-1227	KOSC-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1720	TCCSUP	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1570	TE-6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1750	SW1990	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1428	MG-63	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1546	OMC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervical squamous cell carcinoma	Imaging
LCL-1645	NCI-H1793	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1403	SCCH-196	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	small cell sarcoma	Imaging
LCL-1469	MDA-MB-415	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	adenocarcinoma	Binding;Imaging
LCL-1677	FTC-133	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	follicular thyroid carcinoma	Imaging
LCL-2119	MCF 10A-H2B-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging cell viability assay	breast		Imaging
LCL-1453	EW-7	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1998	NBsusSR	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1485	MDA-MB-453	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	breast carcinoma	Imaging;Binding
LCL-1430	SaOS-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1588	LOU-NH91	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1621	NCI-H2444	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1685	8305C	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1828	COR-L95	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1475	SK-BR-3;SKBR3	Cell Line	HMS_LINCS;HMS_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS;BroadT_LINCS	Fluorescence imaging morphology assay;Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;L1000 mRNA profiling assay	breast	adenocarcinoma, breast carcinoma	Imaging;Binding;Transcriptomics
LCL-2027	Ramos.2G6.4C10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1481	HDQ-P1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	breast carcinoma	Imaging
LCL-1443	ES6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1006	CCRF-SB	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1586	LC-1/sq	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1869	IST-SL2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1746	PaTu 8988t	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1759	VMRC-RCW	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-2135	PC3.101	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	prostate		Transcriptomics
LCL-1347	42-MG-BA	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	malignant glioma	Imaging
LCL-2033	Ca9-22	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	head and neck	malignant gingival tumor	Imaging
LCL-1526	OVMIU	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1042	697	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
